Time(H.M.S),Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%
07.59.13,23.46,33.81,31.25,102.03,31.19
07.59.47,23.46,33.84,31.26,102.03,31.47
08.00.21,23.46,33.86,31.28,102.03,31.55
08.00.54,23.46,33.87,31.30,102.03,31.62
08.01.32,23.46,33.89,31.40,102.03,31.75
08.02.06,23.46,33.91,31.38,102.03,31.76
08.02.40,23.46,33.91,31.38,102.03,31.86
08.03.13,23.46,33.93,31.41,102.03,32.01
08.03.47,23.46,33.95,31.45,102.03,31.84
08.04.21,23.46,33.96,31.45,102.03,31.54
08.04.55,23.46,33.98,31.47,102.03,31.65
08.05.35,23.46,34.00,31.55,102.03,31.64
08.06.08,23.46,34.03,31.56,102.04,31.48
08.06.42,23.46,34.05,31.60,102.03,31.36
08.07.16,23.46,34.07,31.62,102.03,31.22
08.07.50,23.46,34.11,31.62,102.03,31.26
08.08.23,23.46,34.13,31.64,102.03,31.06
08.08.57,23.46,34.15,31.71,102.03,30.69
08.09.37,23.46,34.18,31.70,102.03,30.58
08.10.10,23.46,34.21,31.75,102.04,30.39
08.10.44,23.46,34.24,31.75,102.03,30.32
08.11.18,23.46,34.26,31.81,102.03,30.37
08.11.51,23.46,34.29,31.85,102.03,30.50
08.12.25,23.46,34.32,31.83,102.04,30.45
08.12.59,23.96,34.34,31.90,102.04,30.22
08.13.33,23.46,34.37,31.92,102.04,29.87
08.14.08,23.46,34.40,31.92,102.03,29.60
08.14.56,23.46,34.44,31.96,102.03,29.31
08.15.35,23.96,34.48,32.03,102.03,29.16
08.16.09,23.46,34.51,32.02,102.03,28.94
08.16.43,23.96,34.53,32.07,102.03,29.00
08.17.17,23.96,34.56,32.11,102.03,28.99
08.17.50,23.96,34.59,32.13,102.03,28.88
08.18.24,23.96,34.62,32.17,102.03,28.83
08.18.58,23.96,34.64,32.20,102.03,28.79
08.19.32,23.96,34.67,32.22,102.03,28.71
08.20.06,23.96,34.69,32.24,102.03,28.54
08.20.40,23.96,34.72,32.30,102.03,28.51
08.21.14,23.96,34.76,32.36,102.03,28.56
08.21.47,23.96,34.78,32.32,102.03,28.71
08.22.21,23.96,34.80,32.39,102.03,28.57
08.22.55,23.96,34.83,32.34,102.03,28.47
08.23.33,23.96,34.85,32.43,102.03,28.38
08.24.07,23.96,34.87,32.45,102.03,28.48
08.24.41,23.96,34.89,32.45,102.03,28.38
08.25.15,23.96,34.92,32.47,102.03,28.43
08.25.49,23.96,34.94,32.53,102.03,28.41
08.26.22,23.96,34.97,32.51,102.03,28.36
08.26.56,23.96,34.98,32.56,102.03,28.29
08.27.31,23.96,35.01,32.60,102.03,28.27
08.28.05,23.96,35.03,32.58,102.03,28.37
08.28.39,23.96,35.06,32.62,102.03,28.61
08.29.13,23.96,35.07,32.66,102.03,29.26
08.29.47,23.96,35.10,32.72,102.03,30.40
08.30.21,23.96,35.12,32.68,102.03,31.51
08.30.55,23.96,35.12,32.72,102.03,31.70
08.31.30,23.96,35.14,32.76,102.03,31.05
08.32.04,23.96,35.16,32.79,102.03,30.28
08.32.38,23.96,35.19,32.79,102.03,29.91
08.33.12,23.96,35.22,32.87,102.03,29.81
08.33.45,23.96,35.27,32.87,102.03,29.74
08.34.19,23.96,35.31,32.89,102.03,29.47
08.34.53,23.96,35.35,32.97,102.03,29.65
08.35.27,23.96,35.39,32.98,102.03,29.84
08.36.01,23.96,35.43,33.02,102.03,29.65
08.36.35,23.96,35.48,33.08,102.03,29.50
08.37.09,23.96,35.52,33.10,102.03,29.44
08.37.43,23.96,35.56,33.16,102.03,29.50
08.38.16,23.96,35.59,33.14,102.03,29.45
08.38.50,23.96,35.63,33.19,102.03,29.35
08.39.24,23.96,35.68,33.27,102.03,29.39
08.39.58,23.96,35.72,33.29,102.03,29.49
08.40.37,23.96,35.75,33.35,102.03,29.53
08.41.11,23.96,35.78,33.33,102.03,29.63
08.41.44,23.96,35.81,33.35,102.03,29.50
08.42.18,23.96,35.84,33.48,102.03,29.66
08.42.52,23.96,35.86,33.44,102.03,29.72
08.43.26,23.96,35.89,33.48,102.03,29.82
08.43.59,23.96,35.91,33.44,102.03,29.74
08.44.33,23.96,35.92,33.56,102.03,29.65
08.45.07,23.96,35.94,33.54,102.03,29.43
08.45.40,23.96,35.96,33.56,102.03,29.24
08.46.14,23.96,35.97,33.56,102.03,29.16
08.46.48,23.96,35.98,33.60,102.02,29.11
08.47.22,23.96,36.00,33.62,102.03,29.43
08.47.55,23.96,36.01,33.62,102.02,29.57
08.48.35,23.96,36.01,33.66,102.03,29.33
08.49.24,23.96,36.01,33.71,102.03,29.25
08.49.57,23.96,36.01,33.66,102.03,29.34
08.50.32,23.96,36.02,33.69,102.03,29.75
08.51.06,23.96,36.01,33.73,102.03,29.49
08.51.39,23.96,36.01,33.69,102.03,29.58
08.52.13,23.96,36.00,33.75,102.02,29.52
08.52.47,23.96,36.00,33.73,102.03,29.42
08.53.20,23.96,35.99,33.73,102.02,29.49
08.53.54,23.96,35.99,33.75,102.02,29.38
08.54.31,23.96,35.99,33.73,102.02,29.36
08.55.04,23.96,35.98,33.75,102.02,29.61
08.55.38,23.96,35.98,33.77,102.02,29.68
08.56.12,23.96,35.98,33.71,102.02,29.57
08.56.46,23.96,35.97,33.75,102.02,29.67
08.57.19,23.96,35.96,33.77,102.02,29.66
08.57.55,23.96,35.96,33.75,102.02,29.79
08.58.34,23.96,35.95,33.77,102.02,29.98
08.59.08,23.96,35.94,33.75,102.02,30.25
08.59.42,23.96,35.94,33.77,102.02,30.54
09.00.15,23.96,35.93,33.75,102.02,30.60
09.00.49,23.96,35.92,33.75,102.02,30.89
09.01.23,23.96,35.92,33.69,102.02,31.23
09.01.57,23.96,35.90,33.75,102.02,31.85
09.02.35,23.96,35.89,33.75,102.02,32.41
09.03.09,23.96,35.87,33.73,102.02,32.89
09.03.43,23.96,35.83,33.73,102.02,33.18
09.04.16,23.96,35.80,33.75,102.02,33.13
09.04.50,23.96,35.78,33.71,102.02,32.77
09.05.24,23.96,35.77,33.69,102.02,33.09
09.05.58,23.96,35.75,33.69,102.02,33.72
09.06.37,23.96,35.73,33.71,102.02,33.90
09.07.10,23.96,35.70,33.60,102.02,34.04
09.07.44,23.96,35.68,33.68,102.02,33.75
09.08.18,24.46,35.65,33.64,102.02,33.50
09.08.52,24.46,35.64,33.64,102.02,33.40
09.09.26,23.96,35.61,33.64,102.02,33.11
09.10.00,24.46,35.60,33.66,102.02,33.13
09.10.33,23.96,35.58,33.58,102.02,32.96
09.11.07,23.96,35.56,33.62,102.02,32.94
09.11.41,23.96,35.55,33.58,102.02,32.88
09.12.15,24.46,35.53,33.58,102.02,33.01
09.12.49,24.46,35.53,33.60,102.02,33.39
09.13.23,24.46,35.51,33.58,102.02,33.30
09.13.57,23.96,35.50,33.58,102.02,33.14
09.14.36,23.96,35.48,33.56,102.02,33.17
09.15.10,23.96,35.48,33.56,102.02,33.17
09.15.43,24.46,35.47,33.56,102.02,32.88
09.16.17,24.46,35.47,33.50,102.02,32.84
09.16.51,24.46,35.47,33.56,102.02,33.02
09.17.25,24.46,35.47,33.56,102.02,33.52
09.17.58,24.46,35.48,33.56,102.02,34.26
09.18.33,24.46,35.48,33.58,102.02,33.58
09.19.06,24.46,35.49,33.56,102.02,33.01
09.19.40,24.46,35.50,33.54,102.02,33.35
09.20.14,24.46,35.51,33.54,102.02,33.60
09.20.48,24.46,35.53,33.54,102.02,33.60
09.21.21,24.46,35.53,33.56,102.02,33.39
09.21.55,24.46,35.54,33.48,102.01,33.45
09.22.36,24.46,35.56,33.56,102.02,33.72
09.23.10,24.46,35.57,33.62,102.02,34.35
09.23.59,24.46,35.56,33.56,102.02,35.22
09.24.32,24.46,35.53,33.56,102.02,35.07
09.25.06,24.46,35.52,33.62,102.02,33.78
09.25.40,24.46,35.52,33.56,102.02,33.02
09.26.14,24.46,35.53,33.54,102.02,33.18
09.26.48,24.46,35.54,33.62,102.02,33.32
09.27.21,24.46,35.55,33.52,102.02,33.54
09.27.55,24.46,35.56,33.56,102.02,33.71
09.28.35,24.46,35.57,33.54,102.02,33.54
09.29.09,24.46,35.58,33.60,102.02,33.91
09.29.43,24.46,35.58,33.58,102.02,34.49
09.30.17,24.46,35.58,33.62,102.02,34.55
09.30.51,24.46,35.58,33.62,102.02,34.01
09.31.24,24.46,35.58,33.60,102.02,33.52
09.31.58,24.46,35.59,33.60,102.02,33.22
09.32.32,24.46,35.60,33.66,102.02,33.18
09.33.06,24.46,35.62,33.60,102.02,33.89
09.33.40,24.46,35.62,33.64,102.02,34.51
09.34.14,24.46,35.63,33.66,102.02,34.82
09.34.48,24.46,35.63,33.60,102.02,33.98
09.35.22,24.46,35.64,33.66,102.02,33.94
09.35.55,24.46,35.66,33.68,102.03,33.51
09.36.36,24.46,35.69,33.64,102.02,33.01
09.37.09,24.46,35.72,33.68,102.02,32.64
09.37.43,24.46,35.74,33.69,102.03,32.41
09.38.17,24.46,35.77,33.69,102.02,32.59
09.38.51,24.46,35.80,33.73,102.02,32.94
09.39.24,24.46,35.83,33.73,102.02,32.72
09.39.58,24.46,35.86,33.79,102.02,32.30
09.40.32,24.46,35.89,33.75,102.02,31.99
09.41.06,24.46,35.92,33.83,102.02,31.92
09.41.40,24.46,35.95,33.83,102.02,31.47
09.42.14,24.46,35.98,33.83,102.02,31.35
09.42.48,24.46,36.01,33.85,102.02,31.24
09.43.22,24.46,36.04,33.85,102.02,30.96
09.43.56,24.46,36.07,33.87,102.02,30.96
09.44.31,24.46,36.11,33.95,102.02,31.11
09.45.05,24.46,36.12,33.93,102.02,32.09
09.45.39,24.46,36.13,33.97,102.02,33.29
09.46.13,24.46,36.14,33.97,102.02,33.11
09.46.47,24.46,36.14,33.95,102.02,32.34
09.47.20,24.46,36.14,34.02,102.02,31.83
09.47.54,24.46,36.14,34.02,102.01,31.53
09.48.32,24.46,36.16,34.04,102.01,31.87
09.49.05,24.46,36.17,34.02,102.01,31.83
09.49.39,24.46,36.17,34.02,102.01,31.99
09.50.13,24.46,36.19,34.04,102.01,32.19
09.50.47,24.46,36.19,34.04,102.01,32.13
09.51.21,24.46,36.19,34.08,102.01,32.27
09.51.55,24.46,36.19,34.06,102.01,32.04
09.52.35,24.46,36.19,34.06,102.01,32.04
09.53.09,24.46,36.20,34.08,102.01,32.51
09.53.43,24.46,36.20,34.04,102.01,32.78
09.54.16,24.46,36.19,34.10,102.01,32.67
09.54.50,24.46,36.18,34.12,102.01,33.19
09.55.24,24.46,36.17,34.08,102.01,33.86
09.55.58,24.46,36.16,34.04,102.01,34.27
09.56.32,24.46,36.14,34.12,102.01,34.58
09.57.06,24.46,36.12,34.14,102.02,35.20
09.57.40,24.46,36.10,34.06,102.02,34.80
09.58.31,24.46,36.07,34.04,102.02,35.07
09.59.05,24.46,36.04,34.02,102.02,35.57
09.59.39,24.46,36.01,34.06,102.02,35.75
10.00.13,24.46,35.99,34.02,102.02,35.37
10.00.46,24.46,35.97,33.99,102.02,35.50
10.01.20,24.46,35.94,33.99,102.01,35.92
10.01.54,24.46,35.92,33.95,102.01,36.07
10.02.33,24.46,35.89,33.99,102.01,36.16
10.03.07,24.46,35.88,33.97,102.02,36.53
10.03.41,24.46,35.85,33.97,102.01,36.41
10.04.15,24.46,35.83,33.89,102.01,36.03
10.04.49,24.46,35.81,33.89,102.01,35.50
10.05.24,24.46,35.78,33.91,102.01,35.87
10.05.57,24.46,35.76,33.85,102.01,36.00
10.06.37,24.46,35.73,33.83,102.02,35.79
10.07.10,24.46,35.71,33.87,102.01,35.84
10.07.44,24.46,35.68,33.81,102.02,35.51
10.08.18,24.96,35.67,33.83,102.02,35.33
10.08.52,24.46,35.66,33.79,102.02,35.28
10.09.25,24.46,35.63,33.77,102.01,35.41
10.09.59,24.46,35.63,33.75,102.01,35.59
10.10.33,24.46,35.62,33.75,102.01,35.32
10.11.07,24.46,35.61,33.73,102.01,35.00
10.11.40,24.46,35.61,33.73,102.01,35.12
10.12.15,24.46,35.61,33.75,102.01,35.00
10.12.48,24.46,35.60,33.71,102.01,34.89
10.13.22,24.46,35.61,33.75,102.01,34.94
10.13.56,24.46,35.61,33.77,102.01,35.02
10.14.34,24.46,35.61,33.75,102.01,34.85
10.15.08,24.46,35.61,33.73,102.01,34.53
10.15.42,24.96,35.58,33.73,102.01,33.69
10.16.16,24.46,35.53,33.75,102.01,33.36
10.16.49,24.46,35.50,33.71,102.01,33.58
10.17.23,24.46,35.49,33.68,102.01,33.55
10.17.57,24.46,35.48,33.66,102.01,33.83
10.18.36,24.46,35.47,33.68,102.01,33.94
10.19.10,24.46,35.47,33.64,102.01,34.40
10.19.43,24.46,35.47,33.64,102.02,34.47
10.20.17,24.46,35.46,33.62,102.02,34.67
10.20.51,24.46,35.46,33.66,102.02,34.96
10.21.25,24.46,35.45,33.62,102.01,35.02
10.21.59,24.46,35.45,33.60,102.02,34.70
10.22.33,24.46,35.44,33.62,102.01,34.67
10.23.06,24.46,35.44,33.60,102.01,35.17
10.23.40,24.46,35.43,33.62,102.01,35.11
10.24.14,24.46,35.44,33.66,102.01,34.79
10.24.48,24.46,35.44,33.62,102.01,34.44
10.25.21,24.46,35.44,33.58,102.01,34.20
10.25.55,24.46,35.47,33.60,102.01,34.28
10.26.32,24.46,35.50,33.60,102.01,34.31
10.27.06,24.46,35.51,33.62,102.01,34.11
10.27.40,24.46,35.54,33.56,102.02,34.04
10.28.14,24.46,35.57,33.62,102.01,33.51
10.28.48,24.46,35.60,33.64,102.01,33.44
10.29.22,24.46,35.62,33.64,102.01,33.52
10.29.56,24.46,35.65,33.64,102.01,33.26
10.30.35,24.46,35.67,33.66,102.01,33.13
10.31.09,24.46,35.70,33.68,102.01,33.02
10.31.43,24.46,35.72,33.77,102.01,32.85
10.32.16,24.96,35.74,33.75,102.01,32.97
10.33.06,24.46,35.77,33.77,102.01,32.68
10.33.40,24.96,35.79,33.81,102.01,32.55
10.34.14,24.46,35.81,33.79,102.01,32.49
10.34.48,24.96,35.82,33.77,102.00,32.59
10.35.22,24.96,35.83,33.81,102.00,32.60
10.35.56,24.46,35.85,33.83,102.01,33.58
10.36.34,24.46,35.86,33.83,102.01,34.37
10.37.08,24.46,35.87,33.85,102.01,34.46
10.37.42,24.46,35.88,33.83,102.01,33.70
10.38.16,24.46,35.89,33.83,102.01,32.87
10.38.49,24.46,35.91,33.87,102.01,32.40
10.39.23,24.46,35.93,33.87,102.01,31.83
10.39.57,24.46,35.96,33.87,102.01,31.70
10.40.32,24.46,35.99,33.93,102.01,31.40
10.41.06,24.46,36.02,33.93,102.00,31.08
10.41.39,24.46,36.06,33.99,102.01,31.04
10.42.13,24.46,36.08,34.02,102.00,30.84
10.42.47,24.46,36.11,34.00,102.00,30.72
10.43.21,24.46,36.13,34.00,102.00,30.94
10.43.54,24.46,36.16,34.08,102.00,31.07
10.44.33,24.46,36.19,34.02,102.00,31.17
10.45.07,24.46,36.21,34.02,102.00,31.28
10.45.41,24.46,36.24,34.08,102.01,31.20
10.46.15,24.46,36.26,34.08,102.01,31.25
10.46.48,24.46,36.28,34.14,102.01,31.25
10.47.22,24.46,36.31,34.14,102.00,31.24
10.47.56,24.46,36.33,34.10,102.00,31.33
10.48.41,24.46,36.36,34.14,102.00,31.48
10.49.15,24.46,36.37,34.14,102.00,31.37
10.49.48,24.46,36.39,34.26,102.00,31.36
10.50.22,24.46,36.41,34.22,102.00,31.33
10.50.56,24.46,36.42,34.24,102.00,31.31
10.51.33,24.46,36.43,34.24,102.00,30.90
10.52.07,24.46,36.44,34.28,102.00,30.62
10.52.41,24.46,36.45,34.26,102.00,30.74
10.53.15,24.46,36.45,34.30,102.00,30.98
10.53.50,24.46,36.45,34.28,102.00,31.13
10.54.23,24.46,36.43,34.30,102.00,29.67
10.54.57,24.46,36.39,34.30,102.00,28.51
10.55.36,24.46,36.33,34.32,102.00,28.20
10.56.10,24.46,36.27,34.26,102.00,28.15
10.56.44,24.46,36.20,34.22,102.00,27.76
10.57.18,24.46,36.16,34.18,102.00,27.93
10.57.52,24.46,36.13,34.14,102.00,28.39
10.58.25,24.46,36.11,34.12,102.00,29.05
10.58.59,24.46,36.10,34.14,102.00,29.45
10.59.33,24.46,36.09,34.14,102.00,29.80
11.00.07,24.46,36.08,34.10,102.00,30.09
11.00.42,24.46,36.08,34.06,102.00,30.38
11.01.16,24.46,36.07,34.02,102.00,30.63
11.01.50,24.46,36.08,34.04,102.00,30.97
11.02.24,24.46,36.08,34.00,102.00,30.95
11.02.59,24.46,36.08,34.08,102.00,31.21
11.03.37,24.46,36.08,34.06,102.00,31.59
11.04.11,24.46,36.06,34.02,102.00,31.24
11.04.45,24.46,36.03,34.00,102.00,31.88
11.05.19,24.46,36.00,34.06,102.00,31.94
11.05.53,24.46,35.96,34.00,102.00,32.43
11.06.27,24.46,35.95,33.97,102.01,33.04
11.07.01,24.46,35.93,34.00,102.00,33.41
11.07.49,24.46,35.92,33.97,102.00,33.80
11.08.23,24.46,35.90,33.95,102.01,33.99
11.08.57,24.46,35.80,33.95,102.00,26.76
11.09.36,24.46,35.16,33.62,102.00,23.16
11.10.10,24.46,34.99,33.48,101.99,23.65
11.10.44,23.96,34.77,33.35,102.00,24.44
11.11.18,23.96,34.63,33.27,101.99,26.17
11.11.52,23.96,34.55,33.16,101.99,26.60
11.12.26,23.96,34.51,33.16,102.00,28.06
11.13.00,23.96,34.49,33.08,101.99,29.56
11.13.33,23.96,34.48,32.98,101.99,30.72
11.14.07,23.46,34.49,32.97,101.99,31.73
11.14.41,23.46,34.50,32.97,101.99,32.44
11.15.15,23.46,34.52,32.95,101.99,32.83
11.15.49,23.46,34.54,32.95,101.99,33.06
11.16.23,23.46,34.57,32.93,101.99,33.42
11.16.56,23.46,34.59,32.85,101.99,33.51
11.17.35,23.46,34.62,32.93,101.99,33.55
11.18.09,23.46,34.65,32.87,101.99,33.58
11.18.43,22.96,34.67,32.89,101.99,34.06
11.19.17,22.96,34.69,32.89,101.99,33.90
11.19.50,22.96,34.72,32.91,101.99,33.74
11.20.24,22.96,34.75,33.00,101.99,33.90
11.20.58,22.96,34.77,32.93,101.99,34.23
11.21.32,22.96,34.79,32.91,101.99,34.02
11.22.06,22.96,34.81,32.95,101.99,33.83
11.22.40,22.96,34.82,32.93,101.99,34.02
11.23.14,22.96,34.83,32.97,101.99,33.92
11.23.48,22.96,34.85,32.97,101.99,33.89
11.24.22,22.96,34.87,32.98,101.99,34.20
11.24.55,22.96,34.88,32.97,101.99,34.31
11.25.37,22.96,34.89,32.98,101.99,34.34
11.26.11,22.96,34.91,32.98,101.99,34.13
11.26.45,22.96,34.92,32.98,101.99,33.90
11.27.19,22.96,34.91,32.98,101.99,34.34
11.27.53,22.96,34.92,33.00,101.99,34.51
11.28.26,22.96,34.93,32.97,101.98,34.28
11.29.00,22.96,34.94,32.97,101.98,34.37
11.29.34,22.96,34.94,32.98,101.98,34.23
11.30.08,22.96,34.94,33.00,101.98,34.54
11.30.42,22.96,34.95,33.04,101.98,34.87
11.31.16,22.96,34.95,33.04,101.98,34.96
11.31.50,22.96,34.94,33.02,101.98,34.96
11.32.24,22.96,34.94,33.02,101.98,34.65
11.32.58,22.96,34.96,33.04,101.98,34.41
11.33.32,22.96,34.98,32.98,101.98,34.24
11.34.06,22.96,35.01,33.12,101.98,34.17
11.34.40,22.96,35.04,33.02,101.98,33.90
11.35.13,22.96,35.06,33.10,101.98,33.96
11.35.47,22.96,35.11,33.12,101.98,33.57
11.36.21,22.96,35.14,33.16,101.99,33.20
11.37.00,22.96,35.18,33.16,101.98,33.02
11.37.33,22.96,35.21,33.16,101.98,33.03
11.38.07,22.96,35.27,33.18,101.98,33.37
11.38.41,22.96,35.29,33.18,101.98,33.58
11.39.14,22.96,35.33,33.23,101.98,33.89
11.39.48,22.96,35.36,33.25,101.98,33.81
11.40.22,22.96,35.40,33.27,101.98,33.54
11.40.55,22.96,35.43,33.33,101.98,33.72
11.41.36,22.96,35.47,33.35,101.99,33.93
11.42.25,22.96,35.51,33.41,101.98,33.92
11.42.59,22.96,35.55,33.43,101.98,33.91
11.43.33,22.96,35.56,33.43,101.98,34.12
11.44.07,22.96,35.59,33.46,101.98,33.43
11.44.41,22.96,35.59,33.54,101.98,32.15
11.45.15,22.96,35.60,33.52,101.98,32.76
11.45.48,22.96,35.61,33.48,101.97,32.99
11.46.22,22.96,35.62,33.54,101.97,32.29
11.46.56,22.96,35.62,33.52,101.97,31.10
11.47.41,22.96,35.65,33.54,101.97,31.21
11.48.14,22.96,35.66,33.54,101.97,31.54
11.48.48,23.46,35.68,33.54,101.97,31.98
11.49.22,23.46,35.70,33.58,101.97,32.60
11.49.56,23.46,35.72,33.58,101.97,33.04
11.50.41,23.46,35.73,33.58,101.97,33.26
11.51.15,23.46,35.75,33.66,101.98,33.34
11.51.49,23.46,35.75,33.68,101.97,33.33
11.52.23,23.46,35.76,33.62,101.97,33.43
11.52.58,23.46,35.76,33.69,101.97,31.43
11.53.37,23.46,35.76,33.68,101.97,29.41
11.54.10,22.96,35.76,33.64,101.97,29.98
11.54.44,22.96,35.74,33.66,101.97,30.79
11.55.18,22.96,35.73,33.64,101.97,31.48
11.55.52,22.96,35.73,33.68,101.97,31.93
11.56.25,23.46,35.71,33.66,101.97,32.34
11.56.59,23.46,35.69,33.64,101.97,32.62
11.57.33,22.96,35.69,33.62,101.97,32.78
11.58.07,23.46,35.68,33.66,101.97,32.81
11.58.40,22.96,35.66,33.66,101.97,32.90
11.59.14,22.96,35.66,33.66,101.97,32.79
11.59.48,22.96,35.64,33.68,101.96,32.89
12.00.22,23.46,35.65,33.66,101.96,32.71
12.00.55,22.96,35.64,33.66,101.97,32.91
12.01.36,22.96,35.63,33.62,101.96,32.95
12.02.09,22.96,35.62,33.66,101.96,32.95
12.02.43,22.96,35.62,33.60,101.96,32.78
12.03.17,22.96,35.61,33.64,101.96,33.04
12.03.51,22.96,35.60,33.64,101.96,33.30
12.04.24,22.96,35.60,33.66,101.96,33.53
12.04.58,22.96,35.59,33.60,101.96,34.00
12.05.32,22.96,35.56,33.60,101.97,34.13
12.06.06,22.96,35.52,33.58,101.96,33.66
12.06.40,22.96,35.51,33.54,101.96,33.62
12.07.13,22.96,35.50,33.56,101.96,33.74
12.07.47,22.96,35.47,33.60,101.96,34.41
12.08.21,23.46,35.44,33.54,101.96,34.22
12.08.55,22.96,35.42,33.54,101.96,33.91
12.09.34,22.96,35.39,33.56,101.97,33.99
12.10.08,23.46,35.38,33.46,101.97,33.83
12.10.41,23.46,35.37,33.50,101.97,34.08
12.11.15,23.46,35.36,33.46,101.97,34.11
12.11.49,23.46,35.36,33.46,101.97,34.04
12.12.22,23.46,35.36,33.44,101.97,33.97
12.12.56,23.46,35.36,33.44,101.97,34.01
